,EVENT_ID,STATE,YEAR,MONTH,EVENT_TYPE,EVENT_NARRATIVE
463,266292,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed the western half of Jennings County under an Extreme (D3) Drought designation.  This is an increase in intensity from the previous week's designation.  The remainder of the county remained at Severe (D2) from the previous month.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
464,238676,MINNESOTA,2010,6,Lightning,Lightning struck a tree in Driesner Park in Austin starting a small fire and caused the tree to split open.
465,239332,MINNESOTA,2010,6,Heavy Rain,The 24-hour rainfall total was 2.39 inches.
466,242141,VIRGINIA,2010,6,Thunderstorm Wind,Trees were blown onto cars at the 1900 Block of Jefferson Park Avenue.
467,242145,VIRGINIA,2010,6,Thunderstorm Wind,A tree was blown onto a house along Hazel Street.
468,242147,VIRGINIA,2010,6,Thunderstorm Wind,A tree was blown down onto a one story house causing significant damage.
469,242148,VIRGINIA,2010,6,Thunderstorm Wind,A tree was blown down onto a building near the intersection of Mcintire Road and Nelson Drive.
470,242149,VIRGINIA,2010,6,Thunderstorm Wind,A tree was blown onto the Norfolk Southern Railroad Track.
471,258145,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Douglas County on August 3rd and 4th.
472,258146,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Coles County on August 3rd and 4th.
473,265297,ILLINOIS,2010,11,Dense Fog,No event description
474,265298,ILLINOIS,2010,11,Dense Fog,No event description
475,265299,ILLINOIS,2010,11,Dense Fog,No event description
476,265300,ILLINOIS,2010,11,Dense Fog,No event description
477,265301,ILLINOIS,2010,11,Dense Fog,No event description
478,265302,ILLINOIS,2010,11,Dense Fog,No event description
479,248237,VIRGINIA,2010,7,Thunderstorm Wind,A tree was down on Wolf Ridge Road.
480,248238,MARYLAND,2010,7,Thunderstorm Wind,Numerous tents in the Thurmont Community Park were blown over and the piping was broken. Several roofs were damaged as well.
481,249180,VIRGINIA,2010,7,Thunderstorm Wind,A wind gust of 58 mph was measured near Front Royal.
482,249181,VIRGINIA,2010,7,Thunderstorm Wind,There were at least thirty-five reports of large trees down throughout the Purcellville.
483,249182,VIRGINIA,2010,7,Thunderstorm Wind,There were at least thirty trees down across Hamilton.
484,252864,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was measured at Cove Point.
485,252865,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was measured at Hooper Island.
486,252870,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Point Lookout.
487,252871,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Baber Point.
488,229191,INDIANA,2010,6,Thunderstorm Wind,"Emergency management officials reported State Road 125, five miles east of Peru, was close due to power lines down onto the road. Several power poles were also down on Business 31 south, resulting in road closure."
489,242654,ALABAMA,2010,6,Lightning,Lightning sparked a fire at an apartment complex on Chisholm road in Florence.  The lightning hit the roof and caused wall at the end of the attic to be destroyed by fire.
490,263440,OREGON,2010,11,Heavy Snow,No event description
491,264025,ILLINOIS,2010,11,Hail,No event description
492,264026,ILLINOIS,2010,11,Hail,No event description
493,267138,ILLINOIS,2010,11,Winter Weather,Numerous traffic accidents were reported across Champaign County due to icy road conditions.
494,265540,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
495,265541,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
496,259217,TEXAS,2010,10,Hail,"Hail was reported 3 miles north of Daingerfield, Texas."
497,259228,TEXAS,2010,10,Hail,"Hail reported on CR. 1100 south of Bogata, Texas."
498,259229,TEXAS,2010,10,Funnel Cloud,"Funnel cloud reported approximately one mile west of Talco, Texas."
499,268887,NORTH CAROLINA,2010,11,Thunderstorm Wind,Two trees were blown down near Crowders Mountain.
500,268888,NORTH CAROLINA,2010,11,Thunderstorm Wind,Trees were uprooted near the intersection of Dr. Carver Rd and Kingpark Dr.
501,269451,IOWA,2010,11,Winter Weather,"Freezing drizzle and light freezing rain produced little ice accumulation, but made driving and walking surfaces slippery, causing several vehicles to slide off roads."
502,269452,IOWA,2010,11,Winter Weather,"Freezing drizzle and light freezing rain produced little ice accumulation, but made driving and walking surfaces slippery, causing several vehicles to slide off roads."
503,269453,IOWA,2010,11,Winter Weather,"Freezing drizzle and light freezing rain produced little ice accumulation, but made driving and walking surfaces slippery, causing several vehicles to slide off roads."
504,269454,IOWA,2010,11,Winter Weather,"Freezing drizzle and light freezing rain produced little ice accumulation, but made driving and walking surfaces slippery, causing several vehicles to slide off roads."
505,268495,OREGON,2010,11,Heavy Snow,"The Mount Hood Test Site measured 28 inches of new snow between 12:00 PST on November 17th and 06:00 PST on November 18th.  Other reports of heavy snow were 23 inches at Mount Hood Meadows Avalanche site, 22 inches at Timberline Lodge, 21 inches at the Red Hill SNOTEL, 19 inches at the Mud Ridge SNOTEL, 18 inches at the Bennett Pass ODOT, 16 inches at Government Camp, 14 inches at the Clackamas Lake SNOTEL and the Peavine Ridge SNOTEL, and 13 inches at the Daly Lake SNOTEL, the Greenpoint SNOTEL and the Little Meadows SNOTEL."
506,268498,OREGON,2010,11,Heavy Snow,The McKenzie River SNOTEL site measured 13 inches of new snow between 01:00 PST and 09:00 PST on November 18th.
507,268505,WASHINGTON,2010,11,Heavy Snow,"The Sheep Canyon SNOTEL site measured 15 inches of new snow between 07:00 PST and 16:00 PST on November 22nd. Other reports of heavy snow were 13 inches at the Spirit Lake SNOTEL, the Surprise Lakes SNOTEL and the Swift Creek SNOTEL between 08:00 PST and 22:00 PST on November 22nd."
508,268824,IDAHO,2010,11,Blizzard,Spotters reported up to a 19 inches of new snow. Blowing and drifting snow closed many roads in the area including State Highway 21 north of Idaho City.
509,268826,IDAHO,2010,11,Blizzard,The spotter in Fairfield reported 6 to 8 inches of new snow with drifts up to 4 feet. Roads and schools were closed.
510,268828,IDAHO,2010,11,Blizzard,Spotters reported from 5 to 10 inches of new snow with blowing and drifting reducing visibility to less than a half mile at times. Area roads were closed including portions of U.S. Highway 30 east of Twin Falls.
511,268751,NORTH CAROLINA,2010,11,Thunderstorm Wind,A few trees were blown down in the Taylorsville area.
512,268752,NORTH CAROLINA,2010,11,Thunderstorm Wind,"A few small trees were blown down on Seagletown Rd, about three miles east of Vale."
513,268753,NORTH CAROLINA,2010,11,Thunderstorm Wind,"Some trees and power lines were blown down near the intersection of Balls Creek Rd and highway 10. Also, the underpinning was torn from a mobile home in this general area."
514,268754,NORTH CAROLINA,2010,11,Thunderstorm Wind,"A tree was blown down on Eastside Dr, a little over a mile east of Statesville."
515,268755,NORTH CAROLINA,2010,11,Thunderstorm Wind,Power lines were blown down on Shiloh Rd.
516,269500,MINNESOTA,2010,11,Winter Weather,"Snowfall of 1 to 4 inches was accompanied by sustained winds of 30 mph with gusts to 40 mph. This produced drifting snow and areas of blowing snow, making travel difficult at times. Wind chills were driven below zero."
517,269501,MINNESOTA,2010,11,Winter Weather,"Snowfall of 1 to 3 inches was accompanied by sustained winds of 30 mph with gusts to 40 mph. This produced drifting snow and areas of blowing snow, making travel difficult at times. Wind chills were driven below zero."
518,263855,ALASKA,2010,12,Blizzard,No event description
519,263925,WYOMING,2010,11,High Wind,The Union Pacific Railroad sensor at Lynch recorded sustained winds at or above 40 mph from 1130LST to 1445LST.  A peak gust of 55 mph occurred at 1130LST.
520,263926,WYOMING,2010,11,High Wind,The Union Pacific Railroad sensor at Emkay reported sustained winds at or above 40 mph from 355LST to 1055LST and from 1430LST to 1545LST.  A peak gust of 63 mph occurred at 530LST.
521,265680,NEBRASKA,2010,11,High Wind,A mesonet sensor near Dalton reported sustained winds at or above 40 mph during this time frame.  A peak gust of 53 mph was reported at 1004LST.
522,266704,WYOMING,2010,11,Cold/Wind Chill,WYDOT sensor at Arlington indicated wind chill readings of -30F to -35F.
523,266706,WYOMING,2010,11,Cold/Wind Chill,Wind chill readings -31F.
524,266709,WYOMING,2010,11,Cold/Wind Chill,Wind chill readings -30F.
525,266293,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed a far southern sliver of Bartholomew County under an Extreme (D3) Drought designation.  This is an increase in intensity from the previous week's designation.  The remainder of the county remained at Severe (D2) from the previous month.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
526,266294,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed most of Jackson County under an Extreme (D3) Drought designation.  This is an increase in intensity from the previous week's designation.  The remainder of the county remained at Severe (D2) from the previous month.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
527,266300,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed all of Martin County under an Severe (D2) Drought designation.  This is an increase in county coverage from the previous week and month's designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
528,258135,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Sangamon County on August 3rd and 4th.
529,258136,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Logan County on August 3rd and 4th.
530,258137,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across DeWitt County on August 3rd and 4th.
531,242150,VIRGINIA,2010,6,Thunderstorm Wind,A wind gust of 50 knots was reported at a mesonet site near Westmoreland.
532,242151,VIRGINIA,2010,6,Thunderstorm Wind,Trees and power lines were down along Rugby Road and Rose Hill Drive.
533,242748,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust was estimated around 62 knots due to thunderstorm wind damage near Quantico.
534,242702,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts between 35 and 40 knots were reported at Patuxent River.
535,242749,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported near Rivera Beach.
536,265303,MISSOURI,2010,11,Dense Fog,No event description
537,265304,MISSOURI,2010,11,Dense Fog,No event description
538,265305,MISSOURI,2010,11,Dense Fog,No event description
539,265306,MISSOURI,2010,11,Dense Fog,No event description
540,249184,VIRGINIA,2010,7,Thunderstorm Wind,A tree that was five feet in diameter fell into and damaged a house on Dry Mill Road.
541,249185,VIRGINIA,2010,7,Thunderstorm Wind,Numerous trees and branches were down along the Washington and Old Dominion Trail.
542,249480,MARYLAND,2010,7,Thunderstorm Wind,Trees were uprooted in the GreenCastle Lakes subdivision.
543,250963,MARYLAND,2010,7,Thunderstorm Wind,"Six buildings at an apartment complex received roof damage, including partial and complete removal of roofs."
544,250964,MARYLAND,2010,7,Thunderstorm Wind,A tree fell onto a car.
545,229192,INDIANA,2010,6,Thunderstorm Wind,A trained spotter recorded a 58 mph gust on State Road 15 at the Grant and Wabash county line.
546,229193,INDIANA,2010,6,Thunderstorm Wind,"Emergency management officials reported a semi was rolled over on Interstate 69, near mile marker 70."
547,229194,INDIANA,2010,6,Thunderstorm Wind,A trained spotter estimated 65 mph winds near Balbec.
548,244721,INDIANA,2010,6,Lightning,"A local newspaper reported that lightning struck a two-car garage, causing a fire. The fire heavily damaged the building as well as two cars and other items inside it. Damage is estimated at $50,000."
549,262415,ARIZONA,2010,10,Flash Flood,Patterson Grade on Pierce Ferry Road was closed due to debris.  1.40 inches of rain fell at the spotter's location.
550,267139,ILLINOIS,2010,11,Winter Weather,Numerous traffic accidents were reported across Douglas County due to icy road conditions.
551,267140,ILLINOIS,2010,11,Winter Weather,Numerous traffic accidents were reported across Coles County due to icy road conditions.
552,266852,WYOMING,2010,12,Winter Storm,Public reported 14 inches of new snow in Centennial.
553,266853,WYOMING,2010,12,Winter Storm,A COOP observer reported 12 inches of new snow in Riverside.
554,266854,WYOMING,2010,12,Winter Storm,Sage Creek Basin SNOTEL estimated 32 inches of snow for the event.
555,266855,WYOMING,2010,12,Winter Storm,Public reported 6 inches of snow in Walcott Junction.
556,266856,WYOMING,2010,12,Winter Storm,Law enforcement reported 12 inches of new snow in Laramie.
557,266857,WYOMING,2010,12,Winter Storm,Law enforcement reported 8 inches of snow in Rawlins.
558,266858,WYOMING,2010,12,Winter Storm,Trained spotter reported 15 inches of new snow in Baggs.
559,265542,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
560,259582,LOUISIANA,2010,11,Hail,No event description
561,259583,LOUISIANA,2010,11,Hail,"Penny sized hail fell in Keithville, Louisiana."
562,259584,LOUISIANA,2010,11,Hail,No event description
563,259585,LOUISIANA,2010,11,Hail,No event description
564,259230,TEXAS,2010,10,Funnel Cloud,"A funnel cloud was nearly to the ground one miles northwest of Talco, Texas."
565,259251,TEXAS,2010,10,Hail,No event description
566,259252,TEXAS,2010,10,Thunderstorm Wind,A tree was downed on the 3100 block of Birdwell.
567,269455,IOWA,2010,11,Winter Weather,"Freezing drizzle and light freezing rain produced little ice accumulation, but made driving and walking surfaces slippery, causing several vehicles to slide off roads."
568,265669,TENNESSEE,2010,10,Thunderstorm Wind,The Erwin Valley Beautiful Beacon newspaper reported many trees downed by thunderstorm winds across the county.
569,265749,TENNESSEE,2010,10,Thunderstorm Wind,Law enforcement personnel reported trees and powerlines downed by thunderstorm wind on Hickory Tree Road and Egypt Road near Bluff City.
570,269633,TENNESSEE,2010,10,Thunderstorm Wind,Johnson City Power Board reported that 19 utility poles and numerous power lines and trees were downed due to thunderstorm winds.
571,265116,TENNESSEE,2010,11,Thunderstorm Wind,Two trees were reported down in Chattanooga.
572,265239,NORTH CAROLINA,2010,11,High Wind,Several trees were reported down and a trampoline was blown onto a storage building.
573,268830,IDAHO,2010,11,Blizzard,The spotter at Grashmere reported 5 inches of new snow with 4 to 5 foot drifts and white out conditions at times.
574,260804,WASHINGTON,2010,11,High Wind,No event description
575,260805,WASHINGTON,2010,11,High Wind,No event description
576,266817,WYOMING,2010,12,High Wind,WYDOT sensor at Bordeaux recorded a gust of 63 mph.
577,266818,WYOMING,2010,12,High Wind,WYDOT sensor at Bordeaux recorded a gust of 62 mph.
578,266819,WYOMING,2010,12,High Wind,WYDOT sensor at Bordeaux recorded a gust of 58 mph.
579,260047,TENNESSEE,2010,10,Thunderstorm Wind,Law enforcement personnel reported numerous trees and traffic lights downed by thunderstorm winds in Cleveland.
580,260048,TENNESSEE,2010,10,Thunderstorm Wind,Law enforcement personnel reported numerous trees and powerlines downed by thunderstorm winds countywide.
581,260050,TENNESSEE,2010,10,Thunderstorm Wind,Law enforcement personnel reported trees and powerlines downed by thunderstorm winds near Central High School in Harrison and along Highway 58.
582,260052,TENNESSEE,2010,10,Thunderstorm Wind,Law enforcement personnel reported numerous trees and traffic lights downed by thunderstorm wind across 7 area roads in and around Cleveland.  Amateur radio personnel reported a 51 knot wind near Interstate 75 in Cleveland.
583,266278,INDIANA,2010,10,Drought,"On October 19th, the U.S. Drought Monitor placed the southeast quarter of Putnam County under a Severe (D2) Drought designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
584,266279,INDIANA,2010,10,Drought,"On October 19th, the U.S. Drought Monitor placed southern portions of Hendricks County under a Severe (D2) Drought designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
585,266280,INDIANA,2010,10,Drought,"On October 19th, the U.S. Drought Monitor placed southern portions of Marion County under a Severe (D2) Drought designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
586,266712,WYOMING,2010,11,Cold/Wind Chill,Wind chill readings -30F to -37F.
587,226336,MINNESOTA,2010,6,Funnel Cloud,No event description
588,239839,VIRGINIA,2010,6,Thunderstorm Wind,Three barns were damaged due to thunderstorm winds.
589,239840,VIRGINIA,2010,6,Thunderstorm Wind,A wind gust was estimated to be around 60 mph.
590,239841,VIRGINIA,2010,6,Thunderstorm Wind,Trees were down due to thunderstorm winds near Bridgewater.
591,239842,VIRGINIA,2010,6,Thunderstorm Wind,A 28-foot camper was moved a few feet due to thunderstorm winds. A roof and upstairs of a house was lifted and dropped. A tree ninety feet tall and five feet in diameter was knocked across the roadway.
592,242136,VIRGINIA,2010,6,Thunderstorm Wind,Large trees were down along Chaucer Road.
593,258138,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Macon County on August 3rd and 4th.
594,258139,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Christian County on August 3rd and 4th.
595,258140,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Shelby County on August 3rd and 4th.
596,265286,ILLINOIS,2010,11,Dense Fog,No event description
597,265287,ILLINOIS,2010,11,Dense Fog,No event description
598,265288,ILLINOIS,2010,11,Dense Fog,No event description
599,265289,ILLINOIS,2010,11,Dense Fog,No event description
600,265290,ILLINOIS,2010,11,Dense Fog,No event description
601,242750,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 36 knots was reported near Baltimore.
602,242751,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 36 knots was reported at Kent Island.
603,242752,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,Wind gusts up 39 knots were reported at Reagan National.
604,248586,MARYLAND,2010,7,Flood,Flooding was reported along parts of Frederick Avenue.
605,248587,MARYLAND,2010,7,Flood,Flooding was reported along parts of Hickory Avenue. A spotter in the area observed 2.25 inches of rain.
606,250965,MARYLAND,2010,7,Thunderstorm Wind,Ten buildings at an apartment complex sustained substantial roof damage.
607,250967,MARYLAND,2010,7,Thunderstorm Wind,Several trees of four to five inches in diameter were down along English Avenue and McKay Street.
608,252779,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust was estimated around 50 knots due to thunderstorm wind damage near Bowley's Quarters.
609,252783,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts up to 35 knots were reported at Bishops Head.
610,252786,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts up to 37 knots were reported near Bishops Head.
611,262416,CALIFORNIA,2010,10,Hail,The largest stones were penny size; most stones were smaller.
612,262417,NEVADA,2010,10,Flash Flood,U.S. Highway 93/95 was closed at Railroad Pass due to flooding.
613,262418,NEVADA,2010,10,Flash Flood,Approximately one foot of water was rushing through the intersection of Gubler and Heyer streets.  The road bed was beginning to wash away.
614,262419,NEVADA,2010,10,Flash Flood,Debris was washing across Highway 93 at mile marker 109.
615,262421,NEVADA,2010,10,Thunderstorm Wind,No event description
616,262423,ARIZONA,2010,10,Flash Flood,Six to eight inches of water flowed through the intersection of Louise Ave. and Stockton Hill Rd.
617,262425,ARIZONA,2010,10,Tornado,"An EF-0 tornado, with winds estimated at 75 mph, briefly touched down twice in the Rancho Santa Fe subdivision of Kingman, damaging tiles on the roofs of two homes."
618,265251,TENNESSEE,2010,11,High Wind,A tree was reported down on a vehicle at 2140 Greystone Road.
619,268915,TENNESSEE,2010,11,Flash Flood,Heavy rainfall produced flash flooding along White Oak creek with the water out of its banks. Mill creek road at highway 27 was also closed due to the flash flooding.
620,266859,WYOMING,2010,12,Winter Storm,Public reported 18 inches of snow in Dixon.
621,266860,WYOMING,2010,12,Winter Storm,COOP observer 16 SE of Saratoga reported 28 inches of new snow.
622,266861,WYOMING,2010,12,Winter Storm,COOP observer 4 N of Saratoga reported 11 inches of new snow.
623,266862,WYOMING,2010,12,Winter Storm,Public reported 14 inches of snow in Arlington.
624,268279,ILLINOIS,2010,11,Flood,Heavy rain caused flooding across parts of Cook county and the City of Chicago.  Six to seven inches of standing water was reported on north Lincoln Avenue near the intersection at Peterson.  A runway at Midway Airport was closed due to standing water.  Minor street flooding was reported at the intersection of Ogden Avenue and First Avenue in Brookfield.  Rainfall totals included 2.02 inches in Berwyn; 1.75 inches 4 miles northeast of Brookfield; 1.53 inches at Midway Airport and 1.37 inches at Chicago O'Hare Airport.
625,269303,ILLINOIS,2010,11,Thunderstorm Wind,Thunderstorm wind damage occurred near McFarland and Thomas Drive in Loves Park where shingles were blown off roofs and fascia was damaged on several houses.
626,262457,NEVADA,2010,11,High Wind,This gust occurred at Rachel.
627,258788,SOUTH CAROLINA,2010,10,Thunderstorm Wind,Aiken Electric reported large limbs down on power lines caused outages near the traffic circle on Hwy 378.
628,258793,SOUTH CAROLINA,2010,10,Thunderstorm Wind,"Newberry Electric reported a few trees, large limbs, and lines down west of Blair on Old Blair road."
629,266435,GEORGIA,2010,10,Thunderstorm Wind,Augusta Chronicle reported large limbs down in the downtown area.
630,266338,CALIFORNIA,2010,10,High Wind,High winds affected the highway 395 corridor with Bridgeport RAWS and Mammoth AWOS reporting high wind gusts. The highest gust along 395 was 72 mph at the Mammoth AWOS at 1600PST.
631,266342,NEVADA,2010,10,High Wind,"Typically windier areas (Washoe Valley, Galena, Five Mile Flat, 5WSW Gardnerville) had high wind gusts since 0600PST on the 24th but more widespread coverage in populated areas did not occur until 1000PST. Here is a list of the highest wind gusts: Galena Creek Bridge 102 mph at 1010PST, Washoe Valley 79 mph at 0610PST with a report of an overturned tractor trailer, Five Mile Flat with 60 mph at 0526PST, and 4SSW of Reno with 61 mph at 1022PST.  In addition to valley/foothills high winds, Virginia Peak and Slide Mountain gusted to between 110 to 130 mph."
632,266343,NEVADA,2010,10,High Wind,"Here is a list of noted high wind gusts: Sweetwater NDOT with 78 mph at 1111PST, Walker Lake NDOT with 72 mph at 1505PST, and Schurz NDOT with 58 mph at 1414PST."
633,257765,ILLINOIS,2010,8,Hail,No event description
634,262258,WYOMING,2010,11,Heavy Snow,"SNOTEL near Battle Mountain reports snow water equivilent of 0.8 inches. With a 15:1 ratio, 12.0 inches of snow fell."
635,263426,WYOMING,2010,11,High Wind,Reported from the Skyline sensor southeast of Encampment.
636,263428,WYOMING,2010,11,High Wind,"The sensor at Arlington on I-80 reported sustained winds in excess of 40 mph during this time frame, with a peak gust of 69 mph at 656LST."
637,263922,WYOMING,2010,11,High Wind,The sensor at Vedauwoo reported sustained winds at or above 40 mph during this time frame.  A peak gust of 60 mph occurred at 0642LST.
638,263923,WYOMING,2010,11,High Wind,The sensor at Buford reported sustained winds at or above 40 mph during this time frame.
639,263924,WYOMING,2010,11,High Wind,The sensor at Arlington reported sustained winds in excess of 40 mph from 426LST to 1056LST and 1241LST to 1341LST.  A peak gust of 61 mph occurred at 601LST.
640,239831,WEST VIRGINIA,2010,6,Thunderstorm Wind,Large branches were down near New Creek.
641,252843,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 35 knots was reported at the Potomac Buoy.
642,252845,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported near Fells Point.
643,252846,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 54 knots was measured at Annapolis.
644,267816,NORTH CAROLINA,2010,11,Thunderstorm Wind,A large tree was blown down onto a power-line at 6345 Wimberly Road.
645,267819,NORTH CAROLINA,2010,11,Thunderstorm Wind,One tree was blown down.
646,267649,MICHIGAN,2010,11,Winter Weather,Observers near Calumet and Twin Lakes measured nearly four inches of snow in less than 12 hours.
647,267674,MICHIGAN,2010,11,Winter Weather,"Snow-covered roads were blamed on a fatal accident which occurred on Highway M-117, south of County Road 458 in Pentland Township.  A band of moderate snow moved through the area around the time of the accident.  A 1996 Chevy pickup truck slid off the snow-covered road and struck a large tree on the driver's side door.  The 38-year-old female driver was killed from injuries sustained in the crash."
648,254825,COLORADO,2010,8,Drought,"Due to an active monsoon period throughout August, conditions across most of the area improved to near normal."
649,254826,COLORADO,2010,8,Drought,"Due to an active monsoon period throughout August, conditions across the area improved to near normal."
650,254827,COLORADO,2010,8,Drought,"Due to an active monsoon period throughout August, conditions across the area improved to near normal."
651,327911,COLORADO,2010,8,Funnel Cloud,"This funnel cloud was observed by mobile Skywarn spotters who were near the funnel cloud, as well as some NWS employees who were at the Grand Junction forecast office.  Several photographs were taken of the funnel cloud that emanated from a classic wall cloud."
652,262458,CALIFORNIA,2010,11,Heavy Snow,A total of 18 inches of snow was measured at Aspendell (8500').  A sensor 6 miles SE of South Lake (9800') estimated 24.8 inches.
653,262459,CALIFORNIA,2010,11,Strong Wind,"A 100 foot tall cottonwood tree fell on a fire truck in Yucca Valley, crushing the truck and damaging or destroying the firefighting and communications equipment inside."
654,263167,NEVADA,2010,11,Strong Wind,"A park ranger at the Spring Mountain Ranch State Park reported that wind blew down a large 80 year old tree, blew several limbs out of other trees, and shook his house."
655,268897,GULF OF MEXICO,2010,11,Marine Thunderstorm Wind,A wind gust of 40 mph was reported at Cypremort Point.
656,259590,TEXAS,2010,11,Hail,"Nickel to quarter size hail fell in Tenaha, Texas."
657,263495,LOUISIANA,2010,11,Flash Flood,A truck was stalled under a railroad bridge on Trenton Street in West Monroe.
658,242657,ALABAMA,2010,6,Thunderstorm Wind,A large tree was blown down in the Union Grove community.
659,243287,ALABAMA,2010,6,Thunderstorm Wind,A large tree and several large limbs were blown down in Carns on CR 39.
660,243819,ALABAMA,2010,6,Heavy Rain,Heavy rain caused minor street flooding in Town Creek on CR 265.
661,266248,TEXAS,2010,12,Frost/Freeze,"The cooperative observer at the Hollywood Hunting Camp just west of Falfurrias recorded a low of 27 degrees.  Proxy locations in Kenedy County (Lebh Shomea House of Prayer, 30) and northern Hidalgo County (Lower Rio Grande Valley National Wildlife Refuge near San Manuel, 29, for three hours) support several hours of freezing temperatures across the Brooks County brush country.  In addition, dew points in the upper teens to lower 20s supported wet bulb readings in the mid to upper 20s.  Prolonged low wet bulb temperatures are known to create a proxy freeze to unprotected tender vegetation."
662,266249,TEXAS,2010,12,Frost/Freeze,"Though air temperatures failed to reach 32 degrees at the Jim Hogg County Airport or the Hebbronville cooperative station in town, dew points in the mid teens, as well as nearby observations of freezing temperatures in Zapata, near Falfurrias (Brooks County), and in southern Starr County argue for several hours of freezing temperatures in central and southern portions of Jim Hogg County.  ||The impressively low overnight dew points supported wet bulb temperatures in the mid 20s for four to seven hours after midnight on the 13th; prolonged low wet bulb temperatures are known to create a proxy freeze to unprotected, cold weather sensitive tender vegetation."
663,265371,KENTUCKY,2010,11,Dense Fog,No event description
664,239832,WEST VIRGINIA,2010,6,Thunderstorm Wind,A tree was down near the Post Office.
665,239833,WEST VIRGINIA,2010,6,Hail,Quarter size hail was reported near Rio. A vehicle was also dented due to the hail.
666,239835,WEST VIRGINIA,2010,6,Thunderstorm Wind,Trees and limbs were down along a stretch of County Routes 17 and 19.
667,239836,VIRGINIA,2010,6,Thunderstorm Wind,Numerous large branches and trees were down near Old Valley Pike.
668,239837,VIRGINIA,2010,6,Thunderstorm Wind,A wind gust of 58 mph was measured in Strasburg.
669,239838,VIRGINIA,2010,6,Thunderstorm Wind,Trees were down around Strasburg.
670,268910,MICHIGAN,2010,11,Lake-Effect Snow,No event description
671,259193,TEXAS,2010,10,Thunderstorm Wind,Numerous trees were downed across the northern part of the county.  Some accidents were caused by trees in the roadways.
672,259194,TEXAS,2010,10,Thunderstorm Wind,Powerlines were blown down at Texas Highway 31 and the 281 Loop.
673,259196,TEXAS,2010,10,Hail,Hail was reported on the 571 Loop.
674,243820,ALABAMA,2010,6,Heavy Rain,Heavy rain caused water of an unknown depth to cover portions of highway 20 at mile marker 45.  This report was relayed by a trucker.
675,261418,NORTH CAROLINA,2010,9,Thunderstorm Wind,A few trees and power lines were blown down in the Sylva area.
676,261421,SOUTH CAROLINA,2010,9,Thunderstorm Wind,Two trees were blown down in the Anderson area.
677,267141,ILLINOIS,2010,11,Winter Weather,Numerous traffic accidents were reported across McLean County due to icy road conditions.
678,267142,ILLINOIS,2010,11,Winter Weather,A multiple vehicle accident occurred on I-39 near El Paso due to icy road conditions.
679,259253,TEXAS,2010,10,Hail,"Hail was reported at the mall in Tyler, Texas."
680,259270,TEXAS,2010,10,Hail,"Hail was reported in Flint, Texas."
681,259271,TEXAS,2010,10,Hail,No event description
682,265372,KENTUCKY,2010,11,Dense Fog,No event description
